km_por_ano,idade_modelo,preco,vendido
14286.11118,25,98576.72,0
38968.55876,25,69811.86,0
15860.0457,25,28341.7,1
21959.4443,23,6134.97,1
23002.29662,19,97347.65,0
18821.2313,26,9071.27,1
24738.77448,18,62085.22,0
17281.09292,18,41929.93,0
23053.7955,23,85100.06,0
28208.51152,23,36718.62,1
42521.98148,18,42196.89,1
39390.20584,14,51270.14,1
22654.67918,18,111354.28,0
30315.13758,24,39167.2,1
20224.57578,16,44247.28,1
20227.79446,13,38643.52,1
23158.4026,9,50596.28,1
15068.25042,15,111509.12,0
14162.192,13,78673.03,1
44610.9048,23,89104.33,0
19043.32022,18,71454.32,1
14202.4255,15,51288.9,1
39060.29114,17,41163.58,0
13404.19286,17,62907.82,1
15628.30074,23,113395.48,1
12799.08102,18,40662.57,0
22249.1255,20,58957.62,0
19481.060699999998,26,64766.54,0
19110.9125,26,99962.3,0
20443.44602,12,88129.31,1
26637.79568,22,13341.35,1
13137.04242,21,35079.19,1
10578.19182,18,67692.88,0
33073.54634,16,30890.52,1
12346.85648,23,34597.11,1
14057.5849,11,50698.87,1
12984.15512,21,82866.82,0
18386.7095,21,63921.95,0
38279.76124,26,93719.89,0
14651.43136,15,68031.14,1
34480.1095,11,69851.15,0
34126.0547,12,34824.58,1
21574.81204,11,76754.81,1
16416.87734,21,41608.08,1
11526.09308,15,32790.04,1
18523.5034,14,30987.89,1
26706.9973,25,51915.26,1
14173.45738,20,51056.03,1
14324.73534,18,63863.2,0
14289.32986,15,60849.49,0
36836.18326,26,79575.2,0
28171.4967,21,78503.93,0
16853.00848,21,71494.31,0
27162.44052,12,85709.39,0
20317.9175,24,110745.54,1
22099.45688,23,60193.53,1
14474.40396,25,24764.66,1
25651.27026,16,61549.3,0
21330.19236,26,86737.29,1
12795.86234,12,56417.18,1
22641.80446,22,57527.84,1
17619.05432,16,59115.6,0
15641.17546,24,50118.23,1
10116.311239999999,22,50002.6,1
13091.9809,10,80587.74,1
29574.84118,8,99232.86,0
13811.35588,24,89508.16,1
8791.82442,11,46132.21,1
20903.71726,17,59552.1,1
22978.15652,14,46344.26,1
25615.86478,20,57949.7,0
20951.99746,22,40433.14,1
9731.67898,26,107124.35,0
35381.3399,26,62553.69,0
26497.7831,24,86019.19,0
12681.5992,25,32663.78,1
16603.56078,10,108003.72,1
31771.59028,22,25041.06,1
25834.73502,19,76902.85,0
18473.61386,14,90240.89,0
14521.07482,25,18460.81,1
13780.77842,24,24582.56,1
18420.50564,17,53881.91,1
40534.44658,9,97946.82,0
27437.63766,23,23663.82,1
26715.044,26,48572.85,1
29730.94716,22,68326.64,1
18206.46342,21,24245.86,1
29949.8174,25,95256.05,0
29965.9108,10,100331.82,1
19595.32384,21,83628.45,0
24956.03538,23,107604.18,1
15543.00572,22,29294.59,1
14929.84718,15,54340.25,0
33194.24684,24,33742.51,1
18827.66866,14,75019.27,1
26845.40054,26,96064.11,0
28110.34178,16,106278.8,1
33007.5634,22,108581.09,1
16445.84546,14,67051.88,1
17042.9106,18,112239.92,1
23818.232,24,44323.82,0
15678.19028,22,41056.8,0
14381.06224,22,64745.77,0
33472.66266,19,96372.15,0
28260.0104,24,4618.21,1
20485.28886,11,59496.82,1
19693.49358,22,74391.53,1
30289.38814,24,27339.12,1
17952.1877,24,106511.87,1
22785.03572,17,51025.9,1
37415.54566,22,75499.65,0
24407.25044,19,89662.34,0
16083.74396,20,52533.49,1
21286.74018,25,65816.92,1
18547.6435,16,69942.0,0
19767.52322,20,73555.59,0
18739.15496,20,69626.78,0
21647.23234,17,104402.76,1
19878.56768,14,88652.2,1
23629.93922,25,20496.4,1
27706.39744,26,56012.87,1
48093.51656,23,96987.25,0
17057.394659999998,24,61055.04,0
14582.22974,18,98384.97,0
17902.29816,17,76632.94,0
20374.2444,21,82110.41,0
30453.54082,26,11907.67,1
32622.93114,12,107343.23,1
26386.73864,26,65244.35,0
19114.13118,26,60854.44,0
24753.25854,16,66741.6,1
22102.67556,18,80490.45,1
21074.3073,23,67618.65,0
16177.08568,18,63424.14,0
11746.57266,8,47434.76,1
26045.55856,16,90854.98,0
18695.70278,23,78837.56,0
19044.92956,18,85810.89,1
29689.10432,17,52448.98,1
33829.93614,22,85744.0,0
19831.896819999998,21,71350.12,1
20633.34814,25,35813.68,1
32986.64198,24,87378.83,1
31040.94992,21,103641.53,1
17546.63402,25,89262.79,1
15533.34968,26,49066.22,1
20638.17616,18,113468.26,1
20630.12946,25,54275.45,1
14570.96436,23,87402.95,0
14086.55302,23,40508.44,0
29682.66696,12,55063.6,1
17374.43464,19,84739.61,0
37582.91702,15,103203.65,0
16943.13152,22,27527.11,1
14999.0488,14,71597.47,1
29141.92872,26,107053.83,0
17207.06328,17,54612.71,1
17421.1055,25,84758.99,1
21494.34504,26,51061.64,1
19233.22234,22,55589.86,0
29154.80344,18,32086.46,1
21175.69572,18,43188.52,1
38550.13036,19,44166.38,1
15069.85976,18,68945.03,0
29922.45862,18,88732.29,0
12002.45772,23,98153.8,1
23011.95266,20,18932.03,1
29124.22598,25,31198.65,1
26594.3435,16,31013.71,1
26800.33902,19,43151.44,1
22881.59612,24,68854.43,1
26496.17376,22,60473.55,0
14057.5849,20,88391.36,0
28187.5901,26,45820.43,1
15758.65728,23,74644.15,0
21611.82686,25,22267.05,1
19952.59732,9,91645.11,0
26832.52582,22,69730.08,0
31977.5858,21,36566.06,1
14863.86424,20,86475.13,1
27633.97714,18,38923.94,1
31601.00024,16,61159.19,0
28754.07778,25,15499.94,1
22590.30558,25,46689.24,1
22355.34194,18,111189.03,0
31782.85566,25,24808.48,1
19487.49806,20,47115.23,1
11516.43704,18,54373.75,1
22419.71554,22,67224.08,1
18687.65608,26,10760.89,1
13846.76136,25,45128.45,1
14661.0874,24,56532.39,1
17628.71036,25,74098.81,1
20346.88562,20,34884.44,1
32478.09054,21,18180.4,1
16086.96264,25,53613.79,1
20932.68538,26,32083.23,1
22373.04468,16,85607.69,0
17131.4243,20,104512.77,1
15839.12428,13,101737.01,1
19118.9592,22,66708.15,0
38117.2179,22,69052.43,0
19271.8465,24,50522.28,1
21294.78688,21,75285.65,1
18998.2587,25,86452.0,0
14456.70122,23,109048.67,1
30141.32886,20,46632.23,1
29077.55512,23,103419.98,1
10280.46392,17,45038.34,0
31948.61768,25,74615.84,0
27120.59768,20,48048.31,1
27603.39968,21,100792.51,1
9808.9273,24,59307.23,1
35820.68972,18,43579.84,0
17768.72294,24,60308.7,1
22202.45464,23,80407.91,0
40783.89428,25,35561.36,1
35711.2546,25,22508.9,1
21586.07742,23,97648.67,0
26404.44138,16,104771.28,0
24822.46016,18,45543.74,1
16066.04122,25,10486.43,1
33757.51584,17,69329.34,0
16405.61196,24,90461.26,0
30991.06038,13,100461.6,0
27587.30628,24,88544.3,0
36868.37006,10,76549.8,0
24909.36452,22,63723.93,0
12546.414639999999,19,46414.46,1
32729.14758,26,61057.25,0
16964.05294,17,81908.42,0
44041.19844,26,46926.38,1
20961.6535,25,85963.89,0
23475.44258,23,41954.56,1
28612.45586,24,42841.64,1
20234.23182,23,89868.62,1
23605.79912,16,83725.52,0
13193.36932,12,114700.83,1
26414.09742,20,35977.75,1
12306.62298,24,63916.71,1
34703.80776,20,106752.67,1
12943.92162,12,84010.74,0
21565.156,18,34972.4,1
21386.51926,23,23156.6,1
27078.75484,18,67792.79,0
25475.8522,26,74772.72,0
30947.6082,12,89511.44,0
23451.30248,13,116481.55,1
16383.0812,16,47176.41,1
30789.89288,22,61736.23,0
33052.62492,17,62838.9,0
26270.86616,21,56234.6,1
23000.68728,14,52942.7,1
20021.79894,20,43996.32,1
10022.96952,25,48997.02,1
17899.07948,21,29935.4,1
14250.7057,25,16621.95,1
13870.90146,17,65195.62,0
20411.25922,12,105517.3,1
28348.5241,24,88560.38,0
21484.689,25,109206.53,1
9192.550079999999,21,103734.09,1
31930.91494,24,46677.85,0
25807.37624,17,24255.39,1
27979.985239999998,20,92720.28,0
25429.18134,15,76489.75,0
22752.84892,12,70695.04,0
24334.83014,11,68480.58,0
17855.6273,26,34272.72,1
13948.14978,14,90516.27,0
15412.64918,17,46159.86,1
46205.76074,26,38585.76,1
23119.77844,26,87169.41,0
18959.63454,25,39759.47,1
14751.21044,15,85480.98,1
16276.86476,24,28144.77,1
13730.88888,17,107974.23,1
20733.12722,19,50053.7,1
23528.5508,20,28968.07,1
28316.3373,18,53612.69,1
18880.77688,23,23943.61,1
14035.05414,22,77319.44,0
9606.15046,23,98401.11,0
19941.33194,13,101794.42,1
24392.76638,25,30415.94,1
25646.44224,21,82835.54,0
19394.15634,25,19067.67,1
30208.92114,26,38933.71,1
28636.59596,17,97813.52,1
20770.14204,17,43145.52,1
40116.01818,24,51754.81,0
14801.099979999999,20,64113.73,1
16630.91956,19,85308.87,0
30968.52962,18,89157.36,0
22009.33384,12,77837.98,0
29986.83222,10,54826.14,1
26998.28784,16,91409.3,0
19310.47066,26,100259.07,1
36332.45984,19,93186.61,0
17342.24784,11,102477.99,1
15760.26662,24,40152.67,1
38862.34232,17,92393.39,0
25969.91958,9,49053.77,1
18539.5968,21,80041.17,0
23232.43224,25,76805.25,0
21240.06932,15,38713.98,1
38543.693,21,11136.46,1
18121.1684,26,26900.25,1
44530.4378,21,102691.94,1
14440.60782,21,90032.75,0
35286.38884,23,37021.58,1
19558.30902,12,36368.45,1
15093.99986,19,96534.04,0
26299.83428,12,111564.83,1
39106.962,24,84625.76,0
10835.68622,20,33125.82,1
18340.03864,9,63492.06,1
14570.96436,21,58709.98,1
18592.70502,22,71291.38,1
19786.8353,26,41709.63,0
19176.89544,18,92688.46,1
21233.63196,23,89753.83,0
21476.6423,13,51128.62,1
17221.54734,23,78976.26,1
16822.43102,15,107740.4,1
25353.54236,20,92643.42,0
11555.0612,20,101300.26,1
17126.59628,20,78323.94,0
35905.98474,20,81619.54,0
11278.25472,18,86424.19,0
23330.60198,14,65849.03,0
17050.9573,21,113696.35,1
19238.05036,22,16846.42,1
25472.63352,23,51261.52,1
21718.0433,18,45082.46,1
13838.71466,21,39731.25,1
12786.2063,25,44956.66,1
18138.87114,20,89201.6,0
29854.86634,19,98574.61,0
38197.6849,17,81085.12,0
12924.60954,18,75568.11,0
25979.57562,16,63474.78,0
14360.14082,25,53676.33,1
15629.91008,20,50001.65,1
16629.31022,20,29000.26,1
12338.80978,16,81267.94,0
19368.406899999998,16,93760.72,1
20760.486,16,98254.31,1
27217.15808,24,98080.45,0
26974.14774,18,52874.38,0
30318.35626,19,56571.12,1
13359.13134,19,31123.28,1
16574.59266,18,38900.88,1
21331.8017,25,22697.31,1
31388.56736,25,81282.86,0
16861.05518,23,35027.23,1
10230.57438,11,49926.2,1
37742.24168,25,6328.16,1
24127.22528,18,65595.32,0
11566.32658,16,30902.98,1
15262.98056,25,52751.46,0
24663.1355,14,89543.75,0
32188.40934,26,86836.53,0
31124.6356,22,77442.9,0
15526.91232,23,47053.89,1
30120.40744,16,71913.63,0
22292.57768,13,43214.75,1
11614.60678,26,36522.26,1
18343.25732,21,35267.69,1
36800.77778,22,62521.72,0
32431.41968,15,92953.93,0
35510.0871,22,72125.11,0
29975.56684,17,67635.49,0
28752.46844,13,108868.07,1
16609.99814,15,57875.07,1
19769.13256,19,73783.74,0
21922.42948,18,60079.33,0
17009.11446,17,79712.11,1
15806.93748,19,85050.25,0
26452.72158,12,75653.63,0
27701.56942,24,113662.56,0
15333.79152,26,88911.0,1
29764.7433,17,93977.48,0
33273.1045,22,98801.36,0
16460.32952,18,30933.89,1
15924.4193,25,78066.34,0
38633.81604,17,59906.88,1
16956.00624,24,62361.2,0
14991.0021,22,76713.55,0
22517.88528,26,94452.47,0
20353.32298,18,36371.45,1
33186.20014,13,85020.98,0
31853.66662,26,51608.14,1
20140.8901,16,61521.62,1
28308.2906,23,26627.12,1
46477.739199999996,20,70520.93,0
17273.04622,10,46650.77,1
34974.17688,21,86727.38,0
13013.12324,24,90840.15,1
37270.70506,16,76551.54,0
26779.4176,17,74549.18,0
11255.72396,22,100716.85,0
32238.29888,22,23301.53,1
10954.77738,18,60180.35,0
20808.7662,17,19346.96,1
19101.25646,24,19636.42,1
11844.7424,17,89632.24,0
19923.6292,13,104662.27,1
16539.18718,22,62351.38,1
12385.48064,11,97929.91,0
12754.0195,24,58290.66,1
32793.52118,11,38546.2,1
20834.51564,22,70641.02,1
32481.30922,21,61244.1,0
16416.87734,24,32246.68,1
28466.00592,15,30752.2,1
20420.91526,10,38156.65,1
14680.39948,19,42121.53,1
23906.7457,20,41018.91,1
17084.75344,13,34335.38,1
16492.51632,22,87755.58,0
25372.85444,18,70330.49,0
15179.29488,11,45419.71,1
15333.79152,17,39437.61,1
22622.49238,25,91128.37,0
36934.353,23,89756.59,0
20857.0464,26,41426.11,1
15227.57508,16,97281.91,1
27901.12758,24,57760.91,1
17548.24336,20,30551.07,1
29080.7738,25,61278.4,0
21359.16048,13,76491.69,1
24302.64334,9,92790.02,0
22513.05726,24,35505.92,1
16661.49702,26,41967.13,1
42642.68198,16,65197.51,0
12712.17666,16,54203.34,1
23712.01556,21,47802.61,1
25651.27026,22,42454.28,1
21664.93508,13,29815.96,1
24021.00884,17,56689.71,0
25591.72468,16,28841.19,1
27022.42794,20,77624.3,0
23105.29438,19,78166.42,1
17874.93938,24,8510.75,1
16835.30574,23,72458.8,0
23139.09052,20,38755.39,1
12852.18924,21,89598.67,1
15765.09464,18,45034.5,1
20306.65212,8,110770.93,0
16928.64746,11,69432.38,0
23456.1305,19,61257.89,0
17314.88906,24,92084.2,0
18166.22992,26,91994.78,1
18681.21872,26,35527.6,1
19215.5196,22,35923.73,1
22928.26698,15,76536.87,1
22720.66212,22,62952.55,1
32122.4264,22,71870.29,0
24202.86426,23,32239.07,1
19675.79084,24,76327.8,0
12974.49908,16,55399.23,1
18214.51012,16,104235.13,1
28317.94664,21,54581.33,1
20185.95162,22,75019.46,0
25145.9375,21,85949.61,0
13513.62798,18,42186.37,1
17829.87786,20,76551.32,0
37404.28028,20,75186.48,0
16259.16202,24,93402.97,0
16188.351059999999,26,66059.65,0
15507.60024,16,107867.46,0
19452.09258,11,64310.36,0
23285.54046,26,89792.69,0
23673.3914,14,35536.78,1
24833.72554,24,29891.08,1
10645.7841,25,22929.28,1
17553.07138,18,76632.79,0
18537.98746,19,57133.2,1
21169.25836,25,62042.48,1
29996.48826,19,77237.23,0
29586.10656,25,39116.82,1
18565.34624,22,18549.25,1
25643.22356,24,43348.77,1
22878.37744,17,72149.13,0
39012.01094,21,96437.18,0
26838.96318,20,86267.24,0
20594.72398,22,35785.45,1
27687.08536,16,39265.48,1
29557.13844,17,102316.62,1
27308.89046,21,71261.65,0
22459.94904,19,69013.7,1
19477.84202,24,31212.02,1
19057.80428,12,101026.55,0
12216.49994,21,72880.23,1
14194.3788,15,106292.76,0
12169.82908,24,67692.65,1
20208.48238,26,34993.88,1
22974.93784,23,11627.5,1
14813.9747,26,106275.82,1
26436.62818,23,106590.98,0
30448.7128,8,102929.47,0
18919.40104,11,47844.01,1
15913.15392,24,88566.31,0
16083.74396,10,48608.58,0
27022.42794,21,49186.56,1
17313.27972,26,84518.74,0
35683.89582,25,77527.54,0
17245.68744,17,31479.94,1
21590.90544,13,105945.01,0
6237.80184,20,41407.0,0
27598.57166,15,60163.52,0
22109.11292,19,59327.55,1
48399.29116,24,99599.87,0
18703.74948,22,29028.7,1
10652.22146,26,32650.28,1
29516.90494,20,83562.91,0
29924.06796,12,44494.24,1
21412.2687,26,49773.3,0
21804.94766,23,45464.93,1
19812.58474,17,76391.29,1
35817.47104,16,28025.78,1
22632.14842,25,46395.69,1
39824.72764,11,92784.74,0
28010.5627,26,37963.4,1
28454.74054,20,84682.49,0
18708.5775,24,56382.03,0
31304.88168,26,25187.74,1
19410.24974,24,23711.93,1
28609.23718,26,28406.22,1
15269.41792,21,39049.68,1
12115.11152,14,48010.56,0
15330.57284,18,54304.01,1
31024.85652,12,81747.69,0
31861.71332,14,74647.78,0
16756.44808,26,73267.71,0
11062.60316,22,72137.1,1
30447.10346,22,52436.45,1
27458.55908,17,65083.74,0
18874.33952,25,101234.54,1
36731.57616,24,75198.84,0
17606.1796,23,66987.49,0
25517.69504,10,101602.21,1
22006.11516,13,117082.71,1
11360.33106,23,79364.6,0
32404.0609,18,85775.65,0
19030.4455,26,76326.47,1
17459.72966,17,118225.56,1
17767.1136,22,60032.52,1
22942.75104,20,69106.79,0
21635.96696,26,19421.32,1
20752.4393,24,34260.63,1
16561.71794,22,15596.14,1
22239.46946,22,30877.5,1
22265.2189,15,41163.34,1
21054.99522,11,91252.46,1
23573.61232,24,31260.49,1
25969.91958,21,89656.68,0
27283.14102,21,101274.29,0
23148.74656,12,40874.42,0
10021.36018,19,84736.32,0
30319.9656,17,56030.11,0
21405.83134,19,73977.06,1
24035.4929,15,107414.65,1
23190.5894,23,90979.56,1
11336.19096,26,79012.54,1
22146.12774,17,33624.56,1
31271.08554,24,80042.69,0
23625.1112,23,91863.15,0
34565.40452,17,100193.51,1
24302.64334,18,44382.16,1
21859.66522,19,107464.79,1
18766.51374,19,89934.9,0
22154.17444,26,112234.62,1
30046.3778,21,19057.62,1
17395.35606,22,41603.36,1
23361.17944,15,49421.8,1
33767.17188,23,23647.93,1
31172.9158,25,61100.15,0
13384.88078,18,78906.58,0
27397.40416,15,35736.55,1
19635.55734,22,66442.74,1
32582.69764,23,47063.92,1
36504.65922,25,4508.13,1
12295.3576,14,98973.22,0
24206.08294,25,30412.59,1
21124.19684,25,70286.29,0
23044.13946,20,76349.54,0
14915.36312,21,93011.77,1
14353.70346,12,52856.1,1
8207.634,10,36833.85,1
14913.75378,23,19826.98,1
20639.785499999998,16,42999.56,1
26061.65196,20,95005.12,1
18340.03864,23,52065.91,1
18943.54114,21,97856.09,0
20783.01676,25,11390.07,1
19553.481,26,97445.61,0
39555.96786,23,21369.3,1
29096.8672,24,10976.19,1
16526.31246,20,54418.1,0
27870.55012,17,99999.08,0
19131.83392,24,99317.31,0
24592.32454,19,106655.93,1
32949.62716,24,42615.89,0
12551.24266,26,71655.57,0
21740.57406,24,32681.55,1
17401.793419999998,19,41958.92,0
28602.79982,23,83090.53,0
20383.90044,21,99907.64,0
25120.18806,9,95571.21,0
26422.14412,26,63667.43,0
20337.22958,20,80837.54,0
25366.41708,16,38504.93,1
22849.40932,25,26946.66,1
17504.79118,26,94899.88,1
29560.35712,23,39531.06,1
21246.50668,13,63733.92,0
20070.07914,26,16948.77,1
16910.94472,18,71077.02,0
27901.12758,21,111256.45,1
15893.84184,23,66531.56,1
19725.68038,14,69443.55,0
20840.953,14,103390.62,1
24890.05244,25,53216.6,1
23695.92216,26,90046.41,0
30183.1717,24,75577.05,0
16647.01296,25,69533.64,1
19585.6678,15,60431.74,1
12929.43756,26,88875.3,0
30418.13534,26,14487.83,1
18233.8222,25,15630.26,1
19458.52994,25,98018.33,0
21896.68004,24,47842.34,1
17327.76378,18,39098.15,1
24230.22304,12,48568.52,1
23488.3173,25,19790.72,1
25520.91372,25,67991.41,0
34956.47414,11,66021.62,0
25298.8248,15,39184.57,1
15415.86786,16,39360.29,1
17010.7238,17,66721.03,0
26393.176,25,53177.6,1
21901.50806,10,80224.28,0
8951.14908,22,76621.51,1
13174.05724,26,86185.08,0
19608.19856,26,13511.07,1
26307.880979999998,16,76476.75,0
15365.97832,11,78335.47,0
31320.97508,18,48025.37,1
19868.91164,18,71351.25,0
16732.30798,21,34622.48,1
16169.03898,24,61584.05,0
12129.59558,15,100177.13,1
30094.658,24,71528.69,0
20540.00642,20,28641.36,1
10478.41274,25,89415.24,1
9467.74722,24,32509.42,1
22010.94318,25,41144.65,0
27260.61026,26,26475.65,1
27186.58062,20,54677.2,0
17667.33452,18,45019.34,0
19511.63816,20,53743.66,1
21888.63334,11,92779.73,0
22984.59388,13,59081.19,1
36844.22996,25,27146.97,1
41688.34336,26,74288.47,0
14772.13186,24,25026.99,1
19920.41052,16,101941.82,1
13919.18166,23,62482.94,0
27453.73106,19,84203.37,0
20060.4231,25,8403.91,1
25287.55942,19,45228.4,1
13637.54716,26,76985.74,0
16120.75878,20,103902.65,1
13925.61902,25,21462.43,1
34137.32008,14,29603.86,1
44393.6439,8,107524.92,1
21278.693479999998,13,64453.67,1
26198.44586,22,57971.23,0
19897.87976,25,54269.27,1
33358.39952,19,75167.4,0
26951.61698,24,111501.69,1
24922.23924,26,67758.86,0
32798.3492,14,87464.22,0
43262.27788,21,87782.92,0
19122.17788,16,55939.71,1
20256.76258,23,99715.25,0
13769.51304,26,73929.28,0
28017.00006,20,90222.57,0
22047.958,24,56814.68,1
14263.58042,17,67538.57,1
22950.797739999998,18,108586.31,1
20108.7033,10,103620.98,0
12235.81202,22,39817.39,1
24601.98058,24,28918.24,1
30326.40296,24,28801.63,1
16313.87958,22,49236.24,0
17141.08034,12,95284.05,1
21816.21304,21,48620.65,1
20989.01228,11,57204.05,1
16637.35692,26,69659.25,0
23853.63748,15,44121.01,0
11833.47702,23,33791.03,1
26113.15084,21,77452.37,0
35830.34576,19,40901.27,1
20018.58026,20,50115.54,1
15483.46014,22,74840.67,1
32581.0883,17,83593.28,0
28932.71452,14,87307.82,0
19810.9754,24,58320.53,1
24711.4157,26,8929.71,1
25862.0938,25,86804.89,0
12821.61178,10,62144.08,0
33187.809479999996,26,26755.45,1
12977.71776,25,25284.19,1
23243.69762,16,76919.25,0
14213.69088,14,98873.46,1
15720.03312,14,91072.44,0
24362.18892,26,41388.21,1
19180.11412,25,52601.16,0
19897.87976,13,43441.39,1
21064.65126,14,51509.94,1
12725.05138,17,96877.77,0
26739.1841,26,93774.63,0
20390.3378,18,56784.54,1
20271.24664,24,101999.0,1
21943.3509,17,89408.66,0
31819.87048,25,73212.64,0
11241.2399,17,67420.36,0
20969.7002,23,84899.69,0
22822.05054,24,56822.62,1
18150.13652,11,54438.87,1
38994.3082,23,91770.82,0
26663.54512,24,62280.4,0
21217.53856,23,77938.96,0
18658.68796,18,61179.96,0
33379.32094,26,26518.67,1
21706.77792,8,60169.59,1
16737.136,25,93061.48,1
20105.48462,16,64756.86,1
31042.559259999998,25,34472.44,1
34092.25856,23,102375.5,0
29682.66696,15,82644.28,0
19559.91836,25,89565.99,1
17863.674,8,99765.27,1
19170.45808,23,79809.92,0
21944.96024,24,87422.84,0
11783.58748,12,51997.85,1
10224.13702,16,30063.35,1
13996.42998,17,71265.16,1
25620.6928,22,79941.62,0
28449.91252,23,74339.5,0
33126.65456,25,49719.44,1
21232.02262,24,79032.55,0
14195.98814,24,74766.02,1
12230.984,10,76033.53,0
13998.03932,19,32492.72,1
29140.31938,13,45335.97,1
37547.51154,22,98302.11,0
26982.19444,17,97189.86,0
23861.68418,20,35786.39,1
22672.38192,24,101401.9,1
22101.06622,21,54232.78,0
25808.98558,23,50208.62,1
21053.38588,20,67791.27,1
22191.18926,16,57162.67,0
19936.50392,22,50740.44,1
41817.09056,20,84070.85,0
18737.54562,26,89900.67,0
18486.48858,16,67831.88,1
9408.20164,10,34131.35,1
22387.52874,24,66838.44,0
19268.62782,26,101802.25,0
21965.88166,16,99093.4,0
22831.70658,12,69216.73,1
15198.60696,13,101233.91,1
14097.8184,21,79338.22,1
15052.15702,14,81530.25,0
23023.21804,16,70204.57,0
31378.91132,14,64111.07,0
43196.29494,19,62707.7,0
10681.18958,16,36292.04,1
19651.65074,20,79627.43,1
23620.28318,17,47624.71,1
19561.5277,20,109195.1,0
15914.76326,13,80374.36,1
12086.1434,25,34632.88,1
24164.2401,22,28037.36,1
35123.8455,11,86631.95,0
21317.31764,23,42459.03,0
22614.44568,10,77657.6,0
26515.48584,13,73507.47,0
22805.95714,16,47877.33,1
29993.26958,11,114167.1,1
20144.10878,26,44844.31,1
28672.00144,23,48838.0,1
17900.68882,16,44228.63,1
23845.59078,20,43747.63,1
17697.91198,14,60426.2,0
20417.69658,18,55541.91,1
14991.0021,17,42836.57,1
26050.38658,26,23015.48,1
32523.15206,26,24644.62,1
24939.94198,21,26525.37,1
30113.97008,24,71391.89,0
17512.83788,26,21379.55,1
32014.60062,12,86568.0,0
18853.4181,12,106224.0,0
28084.59234,25,90971.55,0
20330.79222,15,94378.4,0
15016.75154,25,7503.7,1
16312.27024,11,39299.16,1
19471.40466,21,97667.39,0
26599.17152,24,69874.56,0
29726.11914,23,70276.58,1
4414.41962,25,26459.82,1
14472.79462,26,81563.85,1
14727.07034,22,39912.53,1
16212.49116,23,61984.11,0
21713.21528,18,90506.8,0
16037.0731,11,109590.14,0
20570.58388,18,32399.56,1
19640.38536,17,46575.44,1
32238.29888,11,82531.39,0
14644.994,24,53020.61,1
35357.1998,24,112439.19,1
25910.374,23,49610.52,1
27563.16618,25,76823.57,1
17536.97798,23,50906.88,1
25981.18496,19,97117.18,0
21368.81652,19,90441.71,1
25018.79964,11,41580.13,1
17031.64522,19,91909.01,0
18904.916979999998,21,106149.06,1
38529.20894,26,71900.75,0
21610.21752,26,45748.2,1
15637.95678,21,70548.61,0
26919.43018,26,56685.16,1
12905.29746,26,49636.91,1
49374.5512,18,67441.19,0
17475.82306,13,60922.44,0
17792.86304,10,48350.84,1
18921.01038,15,67309.3,1
14089.7717,24,69675.94,0
22950.797739999998,25,59335.0,1
22461.55838,21,31491.33,1
20118.35934,18,58472.91,1
31148.7757,15,98846.3,0
13557.08016,26,20613.37,1
17990.81186,25,12537.81,1
28036.312139999998,21,81207.89,0
15605.76998,22,104946.63,0
18280.49306,20,54457.87,1
21529.75052,25,76467.23,1
12538.36794,26,82774.62,1
19638.77602,18,70511.71,0
21706.77792,19,31929.33,1
10834.07688,23,14874.17,1
17411.44946,15,89341.86,1
30941.17084,21,51186.58,0
19043.32022,12,54240.08,1
25092.829279999998,22,45150.08,1
30002.925619999998,26,67313.79,0
26410.87874,17,94073.18,0
21761.49548,25,18966.29,1
11896.24128,21,76264.42,1
35085.22134,8,94146.42,0
41960.32182,21,47842.13,1
28477.2713,21,91609.54,0
43064.32906,25,56725.54,1
17974.71846,26,36509.81,1
17887.8141,13,82706.76,1
11511.60902,10,116899.19,1
24466.79602,11,111998.27,1
18393.14686,20,90583.46,1
24494.1548,18,91529.25,0
13167.61988,23,22682.27,1
13922.40034,17,65481.66,0
20219.74776,20,97863.74,1
45257.85948,17,92833.77,0
13347.86596,26,57790.87,1
12642.97504,19,70977.91,0
13915.96298,21,112277.88,0
26261.21012,8,62909.59,0
30680.45776,26,48246.46,1
23860.07484,19,65260.61,0
24025.83686,24,83135.84,0
34488.1562,24,59260.03,1
16469.98556,19,24897.54,1
16775.76016,22,42446.97,1
16799.90026,11,92446.37,0
19994.44016,24,19414.08,1
19307.25198,17,86187.68,0
32011.38194,25,40671.85,0
19151.146,23,38023.68,1
18164.62058,13,84685.85,0
23897.08966,16,60573.23,1
7538.14856,18,50590.07,1
22274.87494,26,77272.27,0
28697.75088,22,32549.43,1
16312.27024,26,92275.96,1
32537.63612,20,62007.12,0
23110.1224,26,25560.74,1
19172.06742,17,88938.41,0
23946.9792,26,82993.7,0
18621.67314,24,34007.42,1
28258.40106,19,95725.17,0
12219.71862,26,41420.73,0
26764.933539999998,16,65857.07,0
20029.84564,22,59374.85,1
15581.62988,23,48878.57,1
33007.5634,16,96578.02,0
35967.13966,13,81118.95,0
24191.59888,22,66904.5,0
9493.49666,22,36881.21,1
19201.03554,20,65952.19,0
24418.51582,21,44253.85,0
16993.02106,9,102355.3,1
17989.20252,10,101541.78,1
31599.3909,24,25012.15,1
30120.40744,16,29034.51,1
30057.64318,16,34375.0,1
34954.8648,26,93423.45,0
24305.86202,17,104568.4,0
34016.61958,13,64064.94,0
18719.84288,23,26009.07,1
18352.91336,25,91106.33,0
10256.32382,19,31272.87,1
